Year,Month,Region,Customer_Type,Energy_kWh,Peak_Load_kW,Cost_EUR,CO2_kg,Renewable_Share_%,Grid_Loss_%,Outages_Count,Customers_Count
2020,2,Giebichenstein,Industrie,6299.105774064197,643.5699171098195,1913.5194495196133,3017.6291311942105,67.78830654043264,5.215427655623207,0,834
2020,2,Giebichenstein,Öffentliche Einrichtungen,4844.635850147564,507.3200619633159,1421.7151741935033,2868.087549445698,49.55708563957218,4.301261272012558,0,160
2020,2,Frohe Zukunft,Haushalte,3348.122142729332,332.3526814615143,1216.9960126083486,1304.3770135732411,60.05346431126163,3.206239098411409,0,1476
2020,2,Frohe Zukunft,Gewerbe,5731.50991238494,443.2467297857372,1577.3873010376233,1943.2551718941752,21.908280889109907,5.84100716445186,0,573
2020,2,Frohe Zukunft,Industrie,4169.526041979227,378.3426042773401,1377.8748039902978,899.4704047292018,67.96462393454256,6.395302726436355,0,399
2020,2,Frohe Zukunft,Öffentliche Einrichtungen,3203.183161116727,358.223118823393,898.0628635719324,643.9615675866991,72.09806642213522,2.5916190537647736,0,768
2020,2,Dölau,Haushalte,6199.536833877812,658.3556194224362,2117.7175514232367,2557.348010910279,63.23096368348789,2.43638953757869,0,932
2020,2,Dölau,Gewerbe,5103.50826703855,415.5918355434031,1853.7630982438504,2065.2416757654864,51.92680911591894,2.7502040793784324,0,788
2020,2,Dölau,Industrie,3693.1296783276057,297.2473836435567,920.200209468909,1571.7444232157306,70.44259915267587,2.6244303009843932,0,586
2020,2,Dölau,Öffentliche Einrichtungen,4659.875859052661,349.2332080499732,1467.7434321007615,2197.7881729337655,67.3502743164403,5.489095392503401,0,160
2020,3,Innenstadt,Haushalte,5602.340852188998,486.3475519425222,1738.481251824244,1969.2735128609238,40.24681003231508,8.297531780015087,0,364
2020,3,Innenstadt,Gewerbe,7470.423515580778,536.7033846618258,2367.5562863350333,2202.958544520299,26.106948357224226,3.0700139742903243,0,565
2020,3,Innenstadt,Industrie,6196.226306717472,771.4617242840242,2329.847676414974,2455.5614597566005,63.37376579730654,7.746030312073468,0,764
2020,3,Innenstadt,Öffentliche Einrichtungen,5217.806090428187,456.51390537826524,1381.6575991091124,2649.5871834257728,31.2226249134514,4.265754654829706,0,274
2020,3,Neustadt,Haushalte,5323.7909722835075,434.8301468016986,1825.2336264600865,1250.6440624841096,50.36623738156082,8.524100395798538,0,308
2020,3,Neustadt,Gewerbe,7563.49349478325,910.0646116629301,2071.313251802064,1919.3565128091795,23.802498228366066,8.929721626729616,0,370
2020,3,Neustadt,Industrie,4892.488945163845,420.43932075905417,1698.115944451436,1187.3077496876722,71.04364760098728,7.221821678841027,0,425
2020,3,Neustadt,Öffentliche Einrichtungen,3464.2722207664183,248.41369101158432,875.7690206924942,1218.3548650375442,75.58696541538268,7.05117585525894,0,1422
2020,3,Südstadt,Haushalte,5506.403993112804,597.8876375955497,1355.5937964515938,1463.0863368861928,68.87448321388293,6.656380544873401,0,181
2020,3,Südstadt,Gewerbe,4382.184550816299,442.77104942582804,1376.5715493093762,2073.618288879738,47.116916077942356,6.996477183987282,1,1096
2020,3,Südstadt,Industrie,7997.074313430541,789.2752090841122,2260.2701933803214,3300.736378374189,23.99714674344902,3.603177736473574,0,247
2020,3,Südstadt,Öffentliche Einrichtungen,2630.718864031109,192.88219547119598,842.9698966979191,878.5607800655539,28.356324359803235,7.558176324892072,0,527
2020,3,Silberhöhe,Haushalte,5272.799382587743,591.7811695354237,1422.999532427118,1578.6532297149383,64.63677755436062,2.2347270431504556,0,566
2020,3,Silberhöhe,Gewerbe,5372.330879450504,405.13501522961025,1475.9570081867744,2839.2925670355985,26.637904217312432,7.925166042141627,0,64
2020,3,Silberhöhe,Industrie,4333.560109885832,462.2213471759336,1454.1712113190079,2114.8406669517344,58.468857973117835,6.8576391112697,0,1356
2020,3,Silberhöhe,Öffentliche Einrichtungen,5565.950739567278,552.4968752880299,1386.2313940863412,3135.7465773995427,55.00350768596723,4.805959917345479,0,351
2020,3,Heide-Nord,Haushalte,6142.878479653499,695.3128517056505,1450.500305160811,1857.6446163630626,63.565735163744044,6.150740336811751,0,1057
2020,3,Heide-Nord,Gewerbe,5318.983643574529,436.7015726602453,1955.257860736742,2568.513019921688,29.15234257485568,6.034018521167692,0,1063
2020,3,Heide-Nord,Industrie,4506.089439416273,501.05946602181484,1125.6722442605735,2410.7412478562674,39.928784759296335,4.180109848319488,0,710
2020,3,Heide-Nord,Öffentliche Einrichtungen,4294.577829905835,417.9298488442134,1456.2052113346956,1212.066960911688,67.26739332286954,6.226050722110973,0,293
2020,3,Trotha,Haushalte,6234.755875942872,618.645453443267,1717.7532549793839,3086.2072712555564,47.133076453388426,3.5722337605798735,0,1252
2020,3,Trotha,Gewerbe,5109.976950782606,538.4955017227932,1596.4646846031048,1360.3030849983256,22.032749614795698,4.180312197929302,0,1052
2020,3,Trotha,Industrie,3474.211744181914,252.36853615290715,846.9643108691384,1271.0391488658072,25.12098008471863,8.978119762921631,0,1214
2020,3,Trotha,Öffentliche Einrichtungen,5775.003962972184,556.149339699676,1664.8540910014465,3002.498531391562,40.96321994295998,5.277622799089656,0,335
2020,3,Kröllwitz,Haushalte,5454.658499150868,558.6346520877192,1823.2167230980635,2242.186970146942,52.067353475434814,5.367615638713102,0,996
2020,3,Kröllwitz,Gewerbe,6749.751244887659,755.729213849672,1681.4204139217713,3676.68567628244,76.76692772801796,4.61316521395827,0,211
2020,3,Kröllwitz,Industrie,4457.163543150495,498.7362251728049,1491.1688301054005,2066.2054172664753,21.62575955020901,3.553805133530646,0,492
2020,3,Kröllwitz,Öffentliche Einrichtungen,4895.615265630485,443.72285768094014,1543.1362974497824,1643.4996493656436,54.16661106581002,8.21222337759452,0,1337
2020,3,Giebichenstein,Haushalte,4639.511902762797,376.1684588626507,1655.8948504368072,2468.6283579800293,43.83101177710729,6.676595955994523,0,784
2020,3,Giebichenstein,Gewerbe,4437.768788675604,446.2787009024215,1038.0296324369242,2011.6242163817662,64.15427679176014,7.936896668268185,0,964
2020,3,Giebichenstein,Industrie,2495.3312418973997,186.83180496853117,875.3396665124387,840.2452550652164,35.56540600587755,4.657846857170869,0,445
2020,3,Giebichenstein,Öffentliche Einrichtungen,7647.030401394079,588.9612886913189,2104.697860503424,3896.420530106392,41.76547367995673,8.027476139823051,0,903
2020,3,Frohe Zukunft,Haushalte,4467.451508529914,392.0653725856568,1687.1722415614456,1735.2751286073058,30.926428329294993,5.393448570052423,0,570
2020,3,Frohe Zukunft,Gewerbe,5386.209851873987,478.78249569670663,1730.8936279843074,1632.8568471577148,28.36136444436945,7.844511657595094,1,1182
2020,3,Frohe Zukunft,Industrie,6654.537900166674,514.4398148833263,2027.942932416851,3500.4318138344693,49.88544521066034,2.4702277994099706,0,1047
2020,3,Frohe Zukunft,Öffentliche Einrichtungen,6727.138061697098,518.3313597157331,1702.1502766141093,1375.0157953347652,28.213137804128436,8.300130492936736,1,317
2020,3,Dölau,Haushalte,4851.705684432176,424.10881221823087,1717.974981361371,1755.1171487842832,66.25468262385623,4.954252416854811,0,1436
2020,3,Dölau,Gewerbe,8446.938463995624,927.6004027865089,1980.4177816027895,4294.375960641084,24.094982321245496,7.859552934921206,0,725
2020,3,Dölau,Industrie,3536.190120534001,310.23489990189324,1047.3065831787112,1645.9849914022736,76.20978435948548,7.1280046804717525,0,800
2020,3,Dölau,Öffentliche Einrichtungen,6580.462694911759,687.3562202215176,2074.243892646717,1451.4547978577916,49.781974832074184,6.177899942418224,0,203
2020,4,Innenstadt,Haushalte,1820.9639479420366,180.1286519849859,520.8812163229093,877.6503943751297,55.89716349608928,5.217770589327918,0,1302
2020,4,Innenstadt,Gewerbe,4473.702039539691,558.2333106120791,1676.8862449680687,904.1420154279455,26.185624760824695,4.202175897665876,0,866
2020,4,Innenstadt,Industrie,3020.9781662938917,268.4978438309555,1086.5592462710242,1489.009791122902,68.39366887168698,6.611483566975021,0,759
2020,4,Innenstadt,Öffentliche Einrichtungen,4660.6321714869855,335.696714116444,1698.9785093637129,2137.6733647811893,61.59051268741548,2.36117064661097,0,1361
2020,4,Neustadt,Haushalte,5644.427328698879,621.3967206218915,1754.690105199425,3195.848332143758,22.03675871514793,6.881941870727879,0,737
2020,4,Neustadt,Gewerbe,5311.531530744667,611.1044262542679,1526.969843267723,2752.0996061649985,64.70387288721322,2.3841783025253243,0,664
2020,4,Neustadt,Industrie,5144.181165411475,548.4170667691976,1230.9547208685717,1187.1807172579308,61.777326552688386,4.379124746376463,0,413
2020,4,Neustadt,Öffentliche Einrichtungen,4306.587066942437,376.62879879398554,1501.4326525845124,1788.7865715070602,59.69931050483249,7.164990368345675,0,542
2020,4,Südstadt,Haushalte,2975.804642861715,365.29054918619426,1068.9561044220793,620.4783731961492,72.48210036105196,5.702559938190484,1,1112
2020,4,Südstadt,Gewerbe,5878.255191287869,729.5915298864941,1342.7663872561477,1383.8433434951075,22.255806392375654,5.358469287995534,0,1312
2020,4,Südstadt,Industrie,3790.954520494145,378.405891206392,1150.9454331602067,1868.594551169648,20.200781722578753,5.271175365763568,0,373
2020,4,Südstadt,Öffentliche Einrichtungen,4698.812200938899,382.2248377530588,1476.6363433184097,1460.8901197482605,74.62034612345207,2.3157047405422624,0,1417
2020,4,Silberhöhe,Haushalte,4027.172215910944,349.23758417633275,1518.9401526479264,2229.7630664094036,56.04790678653188,8.326067770226892,1,821
2020,4,Silberhöhe,Gewerbe,6202.78599806025,660.5714636122332,2300.223071338352,2852.4048548347,56.46420769273155,5.58881957711556,0,275
2020,4,Silberhöhe,Industrie,4376.198987882323,318.41672612110824,1541.2662620886974,2276.9707953143065,57.786675379769186,3.514268161255875,0,1093
2020,4,Silberhöhe,Öffentliche Einrichtungen,4843.925364800545,346.75140590996386,1200.4372776181337,1736.5317793450554,65.49430854224548,6.872144326376546,0,209
2020,4,Heide-Nord,Haushalte,8353.512030476712,668.9643965584952,1884.3720923781173,4660.997216346669,71.60760898507542,5.202024684415951,0,684
2020,4,Heide-Nord,Gewerbe,4001.0922758069055,455.8563819112396,1449.1943930778366,2329.6783863335263,71.72765703592704,7.666612523074146,0,1334
2020,4,Heide-Nord,Industrie,3640.946308246588,382.61734447023076,803.9687955275989,1741.412616107591,22.927014900390386,5.7282176358053345,1,845
2020,4,Heide-Nord,Öffentliche Einrichtungen,6462.275427044196,764.1527255472015,2301.8179577877195,2572.364379132311,48.83519463959888,6.146854492616623,0,1113
2020,4,Trotha,Haushalte,6022.8372344394675,627.2371216247961,2171.7194551150646,3125.6743007459486,59.50711007950553,7.954072103659693,1,412
2020,4,Trotha,Gewerbe,7770.06098860405,823.7855708134199,2865.710817232537,1882.9471432095065,61.93944428237526,3.324550778495041,1,810
2020,4,Trotha,Industrie,4444.514947104055,356.67260078212433,1092.113250103948,2343.0896553949688,69.92805067746451,5.552274136325853,0,1297
2020,4,Trotha,Öffentliche Einrichtungen,3749.6615190811,440.8985979421204,1020.7680014539083,1589.6229736325556,26.95063140681546,4.6368675339075915,0,414
2020,4,Kröllwitz,Haushalte,4538.332647570499,361.15487703504425,1391.4648280726421,2655.817749699144,40.51232996232116,6.4283532519376365,1,1269
2020,4,Kröllwitz,Gewerbe,5328.7254914959085,589.2964560218205,1829.5467982741761,3084.9012603758983,29.98265521593634,7.396890047724948,0,935
2020,4,Kröllwitz,Industrie,6792.569943387263,820.9087171990778,2441.561341789416,4003.5107535788266,78.13267131714149,7.247562822200473,0,430
2020,4,Kröllwitz,Öffentliche Einrichtungen,2715.219642824338,263.5707321114995,625.8586249141847,1435.279165218948,42.310011754323476,7.731499503499656,0,787
2020,4,Giebichenstein,Haushalte,3155.1959326387782,247.10088462592026,1044.335639153262,909.6677402562896,24.942862736950563,6.763495114522992,0,898
2020,4,Giebichenstein,Gewerbe,4733.389517768891,343.51152262066864,1065.052260913061,2331.232331422337,74.57147065686911,8.00152064464749,1,1460
2020,4,Giebichenstein,Industrie,3325.1212936192296,269.31612915628835,1128.3264494399905,931.5116405579004,72.08736880943187,7.0044682814157335,0,541
2020,4,Giebichenstein,Öffentliche Einrichtungen,3242.985485403542,299.18884249520835,1215.830764195266,889.2597189196,72.11739007733664,7.436177969542192,0,248
2020,4,Frohe Zukunft,Haushalte,3583.446833685421,437.2639596824134,1316.327792140578,1600.5828135612671,67.79223745857058,5.370656460587851,0,1346
2020,4,Frohe Zukunft,Gewerbe,5484.868644363469,471.05330042692157,1423.9069642745355,2322.1017922594083,33.532408546624126,3.1257782835473304,0,550
2020,4,Frohe Zukunft,Industrie,6260.965323483086,634.8465104792779,1833.4311820385922,1281.295383658525,24.346813267673532,4.747454894846793,0,656
2020,4,Frohe Zukunft,Öffentliche Einrichtungen,4021.0640310464137,326.08529746445396,1307.3179522111236,2021.8863223540152,77.15891828232301,8.354730570892482,0,1161
2020,4,Dölau,Haushalte,4514.965681570687,414.43990902899003,1145.2478314601915,1527.8943075826705,66.54828414757736,8.588662529626706,0,274
2020,4,Dölau,Gewerbe,5071.405327721527,594.732846128383,1400.2165780150383,1081.6356346728871,24.714709829301245,4.778462933411173,0,920
2020,4,Dölau,Industrie,5948.174151902567,460.07717302502346,1347.7929697553911,2784.6626124585414,77.09299846131961,2.8695397670964153,1,1146
2020,4,Dölau,Öffentliche Einrichtungen,3531.8500282081195,424.918580470216,1082.8914025421122,1708.0881718912171,72.25814742476513,6.998608524926994,0,1391
2020,5,Innenstadt,Haushalte,4496.881784458714,375.8388286499202,1387.199138011315,1974.087686221056,67.02995320513172,5.366326820142894,0,923
2020,5,Innenstadt,Gewerbe,8620.090872675704,810.7957189964596,2896.111322075583,3769.664519035921,59.01765115240723,5.3549525000340115,0,1220
2020,5,Innenstadt,Industrie,5784.253232053249,483.94694319656327,1733.6061403459792,2441.796012200875,63.15210669633583,3.599183189319091,2,804
2020,5,Innenstadt,Öffentliche Einrichtungen,4139.449994092131,342.6308589975475,958.4968712798386,878.6437988483195,35.46097331067282,5.238360697175214,1,1006
2020,5,Neustadt,Haushalte,5575.316011210883,449.18387752884985,1911.418048118841,2240.93110352058,52.5980314017973,5.597971074661075,0,1323
2020,5,Neustadt,Gewerbe,6547.009991396466,530.0559145614993,1950.1384256288018,3596.7262648546875,74.04211184067552,4.952046488114188,0,1444
2020,5,Neustadt,Industrie,3667.6838668291284,355.97926353089406,1080.2431094656972,1960.0074178581178,34.14752563755259,7.432001449248006,0,527
2020,5,Neustadt,Öffentliche Einrichtungen,2955.440512173318,325.5572146844373,762.5241392183505,1739.4482681374923,30.858617162569388,7.980695653587054,0,367
2020,5,Südstadt,Haushalte,4700.090227114447,406.6697813678716,1469.7482189010007,2185.769964520922,25.715690477277576,6.564862718713065,0,77
2020,5,Südstadt,Gewerbe,3728.7147603652847,390.4903786394394,1212.1226384400716,1230.7593490325587,66.40838754119605,2.916115625028449,1,1468
2020,5,Südstadt,Industrie,4774.37021830725,478.13815511363083,1393.1822933307685,2233.2410825207735,28.745394094685103,5.146036846496164,0,1021
2020,5,Südstadt,Öffentliche Einrichtungen,6493.322878043418,530.4714882033461,1602.0761599159935,1734.02685237854,22.20028561601258,7.154814105459484,0,214
2020,5,Silberhöhe,Haushalte,6060.817524518574,567.587307046702,2171.436904133296,2565.2779872547767,52.39435037013275,2.2393143615741073,1,1366
2020,5,Silberhöhe,Gewerbe,6455.448330890091,473.98103781688525,1460.835463826194,1606.3993624104821,47.13194169700611,8.537125122695334,0,1058
2020,5,Silberhöhe,Industrie,7573.634012009368,729.3368859960162,2247.7298601476227,3592.8342329545903,21.042787411128778,4.26191459949195,1,1257
2020,5,Silberhöhe,Öffentliche Einrichtungen,6157.822992553148,555.080065920179,1836.3579722396191,2874.1374217223433,28.379075285378775,2.209815129108746,0,1409
2020,5,Heide-Nord,Haushalte,5095.784452001214,567.8202593450741,1274.6383926564952,2508.8166804447324,29.36983068753044,3.6419290533438007,1,1266
2020,5,Heide-Nord,Gewerbe,5180.884900836066,397.6519672938124,1922.8246856700166,2452.108737483949,49.83048584050564,6.324930681408497,1,637
2020,5,Heide-Nord,Industrie,5297.434066057798,392.0520932541583,1674.505806706127,3053.176879043374,69.61033302271264,6.668800618936351,0,1293
2020,5,Heide-Nord,Öffentliche Einrichtungen,4610.591266325789,514.8205684594569,1460.601322189519,1508.7911935967695,71.98632005165872,8.953358561510399,0,638
2020,5,Trotha,Haushalte,4093.4921458300405,343.9022189046074,1401.7367191418093,2334.3954890871055,46.29034078471926,8.30962954711911,1,1438
2020,5,Trotha,Gewerbe,4509.944007533262,349.4183122837953,1078.9294590845032,1884.2349393129423,20.345519629887296,4.272100809301892,0,760
2020,5,Trotha,Industrie,1970.666676534247,174.53431653728305,621.62251661201,824.280122098725,46.66516716507209,2.1026693993238466,0,1017
2020,5,Trotha,Öffentliche Einrichtungen,6607.101365560582,550.1664655052726,2108.4479821948034,2546.3611250016997,42.78714681075379,8.043335547002776,0,503
2020,5,Kröllwitz,Haushalte,2553.9899488771034,235.1702854176052,723.0306004677998,1072.0773668639592,64.81254296814936,7.008436349694921,0,70
2020,5,Kröllwitz,Gewerbe,5256.4564573523285,572.9315225974842,1162.7810482999128,2412.660348346592,73.88183293699922,3.704376076034095,1,838
2020,5,Kröllwitz,Industrie,2903.7226507341898,322.70793419693985,925.6379081968197,1188.3017153553112,60.2057620766565,8.507241141953925,0,1217
